iter	Logloss
138	0.4163048045
139	0.4155354327
140	0.4148048297
141	0.4139536058
142	0.4131283442
143	0.4129103968
144	0.4124618732
145	0.4119869306
146	0.4116091263
147	0.4109411657
148	0.4102705239
149	0.4096588752
150	0.409187253
151	0.4085744636
152	0.4079964015
153	0.407212835
154	0.4064959024
155	0.4062105965
156	0.4055175604
157	0.405222005
158	0.404885567
159	0.4040858156
160	0.4034052112
161	0.40293281
162	0.4025451118
163	0.4021334874
164	0.4016238296
165	0.4013326742
166	0.4006233151
167	0.4000628299
168	0.3995581271
169	0.3991676314
170	0.3986010027
171	0.3980537441
172	0.3975964513
173	0.3972350153
174	0.3969939599
175	0.3966898701
176	0.3960813682
177	0.3956749257
178	0.3950434491
179	0.3948649292
180	0.3943378265
181	0.3937640006
182	0.3933464128
183	0.3929059424
184	0.392536236
185	0.3919060931
186	0.3915887191
187	0.3911208733
188	0.3907059364
189	0.3903926787
190	0.3899827494
191	0.3895527248
192	0.3891378908
193	0.3887798292
194	0.3884168832
195	0.3879060816
196	0.3874809996
197	0.387198353
198	0.3871419891
199	0.3866630613
200	0.386292237
201	0.3858594347
202	0.3852545867
203	0.3849461762
204	0.3842678062
205	0.3838381073
206	0.3834999091
207	0.3833508407
208	0.3828796531
209	0.382630331
210	0.3825391025
211	0.3824391448
212	0.382156995
213	0.3817896954
214	0.3813751683
215	0.3811910133
216	0.3807334476
217	0.3805372195
218	0.380374124
219	0.3798325725
220	0.3795053413
221	0.3792274966
222	0.379002874
223	0.3786048651
224	0.3782889175
225	0.3779530362
226	0.3776553807
227	0.3772488083
228	0.3770840103
229	0.3767087218
230	0.3765302763
231	0.3763110665
232	0.3759095739
233	0.3755574573
234	0.3752821794
235	0.3748064888
236	0.3745923312
237	0.3742748224
238	0.3739461108
239	0.3737449824
240	0.3737080028
241	0.3733413052
242	0.3731907341
243	0.3727790562
244	0.3723810952
245	0.3719382024
246	0.3715574944
247	0.3713821928
248	0.371166216
249	0.3711483956
250	0.3709585986
251	0.3707486146
252	0.3704027157
253	0.3702802187
254	0.3701801998
255	0.3698991825
256	0.3695095659
257	0.369066391
258	0.3688600284
259	0.3686370439
260	0.3683168875
261	0.3679807146
262	0.3676652687
263	0.367294336
264	0.3672058406
265	0.366971281
266	0.366686611
267	0.3664305208
268	0.3662599753
269	0.3660050277
270	0.3658421146
271	0.3657169232
272	0.3653990238
273	0.3652575444
274	0.3649941412
275	0.3647761017
276	0.3646203623
277	0.364484356
278	0.3643560089
279	0.3642268755
280	0.3639653145
281	0.3637298544
282	0.3634033743
283	0.3631748536
284	0.3629028186
285	0.362629493
286	0.3624346338
287	0.3622429487
288	0.3620631238
289	0.3620424629
290	0.3618989643
291	0.3616966523
292	0.3614626579
293	0.3612262718
294	0.3610489147
295	0.3607868495
296	0.360578432
297	0.3605336998
298	0.3603210804
299	0.3601761295
300	0.3601490403
301	0.3599142654
302	0.3597655865
303	0.3595536493
304	0.3591668897
305	0.358974344
306	0.358658744
307	0.3586130571
308	0.3583144175
309	0.3580935238
310	0.3579226434
311	0.3578448167
312	0.3576239646
313	0.3574933447
314	0.3572019181
315	0.3570711971
316	0.3570039155
317	0.356897331
318	0.3566697743
319	0.3566410862
320	0.3564194791
321	0.3562490188
322	0.3560672873
323	0.3558074026
324	0.3556283923
325	0.3555011596
326	0.3552455488
327	0.3550220156
328	0.3548039034
329	0.3546222909
330	0.3543382833
331	0.3541668818
332	0.3539073474
333	0.353638976
334	0.3534437912
335	0.3531412204
336	0.3529551433
337	0.3527886934
338	0.352484507
339	0.3522719389
340	0.3521535153
341	0.3520212585
342	0.3519915803
343	0.3516787865
344	0.3513855898
345	0.351192545
346	0.3509726162
347	0.3507712877
348	0.3506739086
349	0.3504839693
350	0.3502775724
351	0.3499747174
352	0.3497656073
353	0.3496524351
354	0.3495134893
355	0.349467599
356	0.3493371757
357	0.3490400904
358	0.3488718965
359	0.3486197032
360	0.3484137208
361	0.3483246739
362	0.3481807298
363	0.3480074825
364	0.3479442031
365	0.3477121457
366	0.3476253798
367	0.3474187045
368	0.3473356183
369	0.3472091651
370	0.3470201364
371	0.3468103901
372	0.3466625262
373	0.3464547248
374	0.3463173808
375	0.346233124
376	0.346095873
377	0.3460257831
378	0.3459078521
379	0.3457134567
380	0.3454557044
381	0.3452821329
382	0.3452274771
383	0.3450655467
384	0.3448851814
385	0.3448381179
386	0.3446928349
387	0.3446263316
388	0.3445104276
389	0.3443861548
390	0.3441952241
391	0.3441426416
392	0.3439494588
393	0.3437468842
394	0.3435541332
395	0.3433833757
396	0.3433427849
397	0.3431640877
398	0.3430373872
399	0.3428632743
400	0.3426746674
401	0.3424972366
402	0.3424918008
403	0.3423998009
404	0.3423412611
405	0.3422401475
406	0.3421296355
407	0.3419430471
408	0.3418717088
409	0.3416437603
410	0.3414960385
411	0.341322989
412	0.3412094398
413	0.3409548564
414	0.3407992956
415	0.340649197
416	0.3405042575
417	0.3403033917
418	0.3401652299
419	0.3399871173
420	0.3399047252
421	0.3397208992
422	0.3395275818
423	0.3393536894
424	0.3392918147
425	0.339171329
426	0.3389560943
427	0.3388175729
428	0.3386048298
429	0.3385137112
430	0.3383531575
431	0.3381584121
432	0.3380302181
433	0.3378840915
434	0.3377717121
435	0.3376110943
436	0.3371919413
437	0.3371891003
438	0.3370567063
439	0.3367061881
440	0.3366260197
441	0.336546942
442	0.3364992764
443	0.3364745746
444	0.3362403826
445	0.3359731607
446	0.3357858278
447	0.3356880009
448	0.3355597967
449	0.3354481386
450	0.3352805369
451	0.3352253194
452	0.335161506
453	0.3349919702
454	0.3349534975
455	0.3349177996
456	0.3348335431
457	0.3346793135
458	0.3345411399
459	0.3342900355
460	0.3341265062
461	0.3340868141
462	0.3339254886
463	0.3338198542
464	0.333664114
465	0.333545112
466	0.3333937011
467	0.3332493472
468	0.3331540378
469	0.3329619433
470	0.332829843
471	0.3326528838
472	0.3324056325
473	0.3323716331
474	0.3322327725
475	0.3321068645
476	0.3320577717
477	0.3319511521
478	0.3318235995
479	0.3316724936
480	0.3316062712
481	0.3314695325
482	0.3313256495
483	0.3310811546
484	0.3309331181
485	0.3308915576
486	0.3306642231
487	0.3306048905
488	0.3304164646
489	0.3303885305
490	0.3302923026
491	0.3301047489
492	0.3299565124
493	0.3298779546
494	0.3298359937
495	0.3297033667
496	0.3296904935
497	0.3295935253
498	0.3294825165
499	0.3294224474
500	0.3292693504
501	0.3292380671
502	0.329027751
503	0.3288887763
504	0.3287724208
505	0.3285714263
506	0.3285426885
507	0.3284033298
508	0.3283026446
509	0.3281033674
510	0.3279060248
511	0.3277849949
512	0.3277028596
513	0.3275812807
514	0.3274106662
515	0.327360383
516	0.3273424732
517	0.3272549534
518	0.327180056
519	0.327130778
520	0.3269493098
521	0.3268426671
522	0.3267040578
523	0.326606323
524	0.3263524578
525	0.326233893
526	0.3261483901
527	0.326031994
528	0.3259614902
529	0.325828704
530	0.3256853346
531	0.325650649
532	0.3255552693
533	0.3254441753
534	0.3253316237
535	0.325148026
536	0.3250599143
537	0.3249863143
538	0.3249332676
539	0.3248427413
540	0.3248183355
541	0.3246862632
542	0.324565046
543	0.324514369
544	0.3243979482
545	0.324318127
546	0.3242533222
547	0.3241849627
548	0.3241190705
549	0.324073042
550	0.3239732619
551	0.3238170039
552	0.3237857237
553	0.3236666399
554	0.3236000615
555	0.3234745526
556	0.3233028035
557	0.3231895816
558	0.3231535384
559	0.323109349
560	0.3229308295
561	0.3228002871
562	0.3227604479
563	0.3226402463
564	0.3224745928
565	0.3223227596
566	0.3222587362
567	0.3221023909
568	0.3220959842
569	0.322035038
570	0.3218491891
571	0.3217500265
572	0.3215728414
573	0.3215715962
574	0.3213892601
575	0.3212930071
576	0.3212799242
577	0.321172724
578	0.321034305
579	0.3209254263
580	0.3208944379
581	0.3208225754
582	0.3207152022
583	0.3207083294
584	0.3205841167
585	0.3204540019
586	0.3203140638
587	0.320260047
588	0.3200913775
589	0.3199675025
590	0.3197409689
591	0.3196455324
592	0.3196279627
593	0.3196272458
594	0.3195735521
595	0.319572776
596	0.319504671
597	0.3194327955
598	0.3193215973
599	0.3192365481
600	0.3190390976
601	0.3188900371
602	0.3186900889
603	0.318521497
604	0.3184610402
605	0.3183278646
606	0.3182066116
607	0.3180533068
608	0.3179136094
609	0.3177288558
610	0.3176578771
611	0.3176553005
612	0.3175566202
613	0.3174558688
614	0.3173166993
615	0.3172397592
616	0.3171451977
617	0.3170746182
618	0.3169907111
619	0.3168569047
620	0.316812854
621	0.3167579144
622	0.3166679148
623	0.3165728307
624	0.3165723181
625	0.3165467863
626	0.3162934176
627	0.3161141415
628	0.3159747954
629	0.3158485492
630	0.31576891
631	0.3157474219
632	0.3156902333
633	0.3156789976
634	0.3155847154
635	0.3154857669
636	0.3153680122
637	0.3152824321
638	0.3151985394
639	0.3149495613
640	0.3147925725
641	0.3146532409
642	0.3145771065
643	0.3144068946
644	0.3143955494
645	0.3143782904
646	0.3142883068
647	0.3142833071
648	0.3142175204
649	0.3141140575
650	0.3140223584
651	0.3139796987
652	0.3138673741
653	0.3137893193
654	0.313702053
655	0.3136047269
656	0.3134904492
657	0.3133455787
658	0.3133119054
659	0.3131709705
660	0.3131290024
661	0.3130150172
662	0.3128371061
663	0.3127203184
664	0.3124947304
665	0.3124548963
666	0.3124026166
667	0.3124021019
668	0.3122214004
669	0.3121322227
670	0.3120095799
671	0.3118352593
672	0.3118085736
673	0.3116458455
674	0.3114897742
675	0.3113766248
676	0.3109220185
677	0.3107262112
678	0.3106691006
679	0.3105090398
680	0.310407779
681	0.3102671756
682	0.3100790294
683	0.3099323345
684	0.3099184445
685	0.3097025816
686	0.3096580778
687	0.3095835968
688	0.3093625846
689	0.3091876358
690	0.3091211313
691	0.3090092825
692	0.3088400392
693	0.3086923306
694	0.3085892275
695	0.3084457595
696	0.3083765824
697	0.3082133245
698	0.3080912771
699	0.307955998
700	0.307936123
701	0.30781614
702	0.3076947072
703	0.3076165978
704	0.307506574
705	0.3074362007
706	0.3073758444
707	0.3072891035
708	0.3071854805
709	0.3070036273
710	0.3069899248
711	0.3068859032
712	0.3067591483
713	0.3065903405
714	0.3064729257
715	0.30633532
716	0.3063349003
717	0.3062518836
718	0.3060329882
719	0.305958435
720	0.3058840517
721	0.3057865256
722	0.305773313
723	0.3055543944
724	0.3054332087
725	0.3053115787
726	0.3051985624
727	0.3051702619
728	0.3050592818
729	0.3050518195
730	0.3048699273
731	0.3047032719
732	0.304677742
733	0.3046180374
734	0.3045191374
735	0.3044294765
736	0.3043190538
737	0.3042259001
738	0.3041506202
739	0.3040902712
740	0.3040287678
741	0.303853259
742	0.3037393387
743	0.3035877066
744	0.303510763
745	0.303485717
746	0.3032872067
747	0.303270039
748	0.3031763841
749	0.3031748997
750	0.3030795993
751	0.3029369704
752	0.3027704517
753	0.3027021155
754	0.3025786306
755	0.3025136872
756	0.3023112625
757	0.3021272788
758	0.3019005666
759	0.3017614473
760	0.3017171062
761	0.3016375933
762	0.3015243788
763	0.3014350434
764	0.3014188438
765	0.3012878516
766	0.3011415635
767	0.3008218502
768	0.3006910667
769	0.3004924013
770	0.3004040524
771	0.300084259
772	0.2999645339
773	0.2997895074
774	0.2996651775
775	0.2996050792
776	0.299517519
777	0.2994202409
778	0.2992810394
779	0.2992242328
780	0.2991663133
781	0.2990274433
782	0.2989207301
783	0.2987613067
784	0.2986605613
785	0.2985783923
786	0.298474467
787	0.2982671101
788	0.2980667799
789	0.2979866688
790	0.2978457617
791	0.2978231157
792	0.2977463903
793	0.2976324828
794	0.2975694097
795	0.2975349806
796	0.2973533761
797	0.2973044352
798	0.2971999154
799	0.2970863036
800	0.2970136015
801	0.2969300953
802	0.2967973732
803	0.2967199403
804	0.2966723218
805	0.2966091406
806	0.2964691573
807	0.2964011009
808	0.29626184
809	0.296161077
810	0.2961002876
811	0.2959967136
812	0.2959016026
813	0.2957908749
814	0.2956660726
815	0.2955113792
816	0.2954777863
817	0.2952624071
818	0.2951247321
819	0.2950439683
820	0.2949896322
821	0.2946818046
822	0.2945662729
823	0.2944601301
824	0.2944049852
825	0.29431057
826	0.294046587
827	0.294015551
828	0.2939384267
829	0.2938679349
830	0.2937605313
831	0.2937221474
832	0.2935071479
833	0.2934529539
834	0.2933102772
835	0.2932443408
836	0.2931119935
837	0.2929915327
838	0.2928822165
839	0.2928024271
840	0.2927280209
841	0.2924985848
842	0.2924123901
843	0.2922803531
844	0.2922298048
845	0.2919988322
846	0.291882177
847	0.2917013004
848	0.2913859923
849	0.2913196043
850	0.2912094363
851	0.2910334744
852	0.2909150022
853	0.2908442632
854	0.2907435098
855	0.2906311809
856	0.2901235499
857	0.2898980693
858	0.2897591131
859	0.2896742084
860	0.289592061
861	0.2895363043
862	0.2894519872
863	0.2892243452
864	0.2891961541
865	0.2890893987
866	0.2889834607
867	0.2889143945
868	0.2887692657
869	0.2886392502
870	0.2885188206
871	0.2884069996
872	0.2882292414
873	0.2880564314
874	0.2879006651
875	0.2877203259
876	0.2875382176
877	0.2874238512
878	0.287319597
879	0.2872652276
880	0.287170723
881	0.2870661814
882	0.2869095843
883	0.2866577076
884	0.2865223264
885	0.2864194472
886	0.2862515143
887	0.2861916135
888	0.2860800011
889	0.2860095639
890	0.2859428814
891	0.2858663276
892	0.2857250235
893	0.2856354465
894	0.285536301
895	0.2854500123
896	0.2853546248
897	0.2852351886
898	0.2852141453
899	0.2851617275
900	0.2850333431
901	0.2849759104
902	0.2848779408
903	0.2847010358
904	0.2845207638
905	0.2844736806
906	0.2843934115
907	0.2842716012
908	0.2841471022
909	0.2840578534
910	0.2836799411
911	0.2835965024
912	0.28351328
913	0.2832385195
914	0.2830596739
915	0.2829754616
916	0.2828390855
917	0.2827460429
918	0.2825589668
919	0.2824453263
920	0.2822701685
921	0.2821449069
922	0.2820623537
923	0.2818703017
924	0.2818113661
925	0.2817213923
926	0.2815139308
927	0.2813262601
928	0.2812474434
929	0.2811873987
930	0.2811158297
931	0.2810549767
932	0.2809362558
933	0.2808806459
934	0.2808342033
935	0.2807651407
936	0.2807025399
937	0.2806156009
938	0.2805216939
939	0.2802251448
940	0.2800667338
941	0.2799597441
942	0.2798963463
943	0.2798097823
944	0.2797522584
945	0.2796414932
946	0.2795043647
947	0.2793696824
948	0.2792730284
949	0.2792186328
950	0.2791380009
951	0.2790804915
952	0.2790174734
953	0.2789393739
954	0.2788613604
955	0.278655526
956	0.2785512398
957	0.2784890269
958	0.2784243453
959	0.2783186435
960	0.2780914931
961	0.2779789483
962	0.2778124914
963	0.2776442443
964	0.2775306668
965	0.2774288407
966	0.2772857694
967	0.2772075064
968	0.2771029359
969	0.2769994677
970	0.2769281123
971	0.2768245752
972	0.2767052658
973	0.2766137119
974	0.276462829
975	0.2763661678
976	0.2761925439
977	0.2761155123
978	0.2760380788
979	0.2759411766
980	0.2758362103
981	0.2757974397
982	0.2756858009
983	0.2756114249
984	0.2755246198
985	0.2754207697
986	0.2753637869
987	0.2752682824
988	0.2752029666
989	0.275076
990	0.2749863939
991	0.2749085789
992	0.2747916767
993	0.2747046689
994	0.2744505948
995	0.274370465
996	0.2742581701
997	0.2741559825
998	0.2740383289
999	0.2739719897
88
999	0.2732816669
50534
